sighting_id,date,lat,lon,type,source,prefecture,municipality,description
akita_kumadas_19837,2022-05-14 10:10:00,39.6338167,140.178304,目撃,akita_kumadas,秋田,秋田市,農道上
akita_kumadas_19836,2022-05-14 14:00:00,39.56667,140.30941,目撃,akita_kumadas,秋田,大仙市,秋田道協和インター手前トンネルの100メートルのところを左から右に横断
akita_kumadas_19835,2022-05-14 22:10:00,39.66949928,140.1029435,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19834,2022-05-15 17:15:00,39.42735118,140.0694621,目撃,akita_kumadas,秋田,由利本荘市,国道105号上
akita_kumadas_19833,2022-05-15 18:20:00,40.17529081,140.4086353,目撃,akita_kumadas,秋田,北秋田市,nan
akita_kumadas_19832,2022-05-16 10:00:00,40.03923,140.18575,目撃,akita_kumadas,秋田,三種町,nan
akita_kumadas_19831,2022-05-16 11:20:00,39.78671172,140.0723698,目撃,akita_kumadas,秋田,秋田市,水田
akita_kumadas_19830,2022-05-16 16:40:00,39.5498,140.06501,目撃,akita_kumadas,秋田,由利本荘市,市営住宅向かいの水田にくまが留まっているのを目撃。
akita_kumadas_19829,2022-05-16 22:00:00,40.216676,140.2325425,目撃,akita_kumadas,秋田,能代市,国道７号上
akita_kumadas_19828,2022-05-17 15:40:00,40.29806252,140.6641979,目撃,akita_kumadas,秋田,大館市,大館十和田湖線上
akita_kumadas_19827,2022-05-18 04:30:00,40.16119772,140.3470229,目撃,akita_kumadas,秋田,北秋田市,市道上
akita_kumadas_19826,2022-05-18 07:00:00,39.63129423,140.1627243,目撃,akita_kumadas,秋田,秋田市,山林
akita_kumadas_19825,2022-05-18 08:30:00,39.58408056,140.5996547,目撃,akita_kumadas,秋田,仙北市,県道上
akita_kumadas_19824,2022-05-18 13:10:00,39.58884571,140.6025937,目撃,akita_kumadas,秋田,仙北市,杉の木に登っている
akita_kumadas_19823,2022-05-18 14:00:00,39.89556,140.10719,目撃,akita_kumadas,秋田,井川町,車で通行中に遭遇。
akita_kumadas_19822,2022-05-18 17:10:00,39.41883672,140.0278214,目撃,akita_kumadas,秋田,由利本荘市,国道7号線上
akita_kumadas_19821,2022-05-18 18:00:00,39.4236,140.02738,目撃,akita_kumadas,秋田,由利本荘市,国道7号線を横断している熊を目撃。
akita_kumadas_19820,2022-05-18 18:50:00,40.21943898,140.2522699,目撃,akita_kumadas,秋田,能代市,nan
akita_kumadas_19819,2022-05-18 19:00:00,39.41928171,140.4352915,目撃,akita_kumadas,秋田,大仙市,大曲IC?大森PAの上り線上
akita_kumadas_19818,2022-05-19 07:30:00,40.24318527,140.7716681,目撃,akita_kumadas,秋田,鹿角市,東北道下り線上
akita_kumadas_19817,2022-05-19 10:00:00,39.99942,140.1088,目撃,akita_kumadas,秋田,三種町,nan
akita_kumadas_19816,2022-05-19 13:40:00,39.38961807,140.0217364,目撃,akita_kumadas,秋田,由利本荘市,菅原病院駐車場内を通過し、松林へ立ち去った。
akita_kumadas_19815,2022-05-19 17:00:00,39.41289,140.027,目撃,akita_kumadas,秋田,由利本荘市,食品会社に隣接する藪の中に熊を目撃。
akita_kumadas_19814,2022-05-19 18:30:00,39.5262,140.06021,目撃,akita_kumadas,秋田,由利本荘市,・日本海東北自動車道高架下　市道二古亀田線上・市道を亀田側からニ古側に走行中、市道上にいる体長約1mの熊を目撃。接触しそうになり停車したところ、指導を横断して、山側に走り去った。
akita_kumadas_19813,2022-05-20 04:40:00,39.19861159,140.5315593,目撃,akita_kumadas,秋田,横手市,堤防道路上
akita_kumadas_19812,2022-05-20 07:00:00,39.77537579,140.1831917,目撃,akita_kumadas,秋田,秋田市,県道上
akita_kumadas_19811,2022-05-20 11:30:00,39.6595316,140.1964671,目撃,akita_kumadas,秋田,秋田市,国道13号線脇
akita_kumadas_19810,2022-05-20 13:30:00,40.21336905,140.524684,目撃,akita_kumadas,秋田,大館市,市道上
akita_kumadas_19809,2022-05-20 15:44:00,39.65766811,140.201024,目撃,akita_kumadas,秋田,秋田市,国道13号線上
akita_kumadas_19808,2022-05-20 18:45:00,39.67325,140.16943,目撃,akita_kumadas,秋田,秋田市,車を走行中に発見。停車し熊の方を見ると、雑木林へ逃げていった
akita_kumadas_19807,2022-05-21 06:00:00,39.66985925,140.1631466,目撃,akita_kumadas,秋田,秋田市,山林内
akita_kumadas_19806,2022-05-21 14:00:00,40.22886562,140.7776169,目撃,akita_kumadas,秋田,鹿角市,水田上
akita_kumadas_19805,2022-05-22 06:00:00,39.75052946,140.1238851,目撃,akita_kumadas,秋田,秋田市,町道上。山林へ立ち去り。
akita_kumadas_19804,2022-05-22 06:00:00,40.38655905,140.8587625,人身被害,akita_kumadas,秋田,鹿角市,タケノコ採り中
akita_kumadas_19803,2022-05-22 06:00:00,39.42910833,140.4221244,目撃,akita_kumadas,秋田,大仙市,山林内
akita_kumadas_19802,2022-05-22 07:30:00,40.1179,140.07968,目撃,akita_kumadas,秋田,三種町,nan
akita_kumadas_19801,2022-05-22 07:55:00,39.66883108,140.1655579,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19800,2022-05-22 08:45:00,39.66878979,140.1644609,目撃,akita_kumadas,秋田,秋田市,国道13号線上
akita_kumadas_19799,2022-05-22 10:00:00,39.65967,140.15401,目撃,akita_kumadas,秋田,秋田市,国道13号線南下途中道路左側の斜面から飛び出し
akita_kumadas_19798,2022-05-23 05:30:00,39.20719,140.15747,目撃,akita_kumadas,秋田,由利本荘市,水田で農作業中、約60m先の水田に熊1頭を目撃。熊は西へ移動し山林に姿を消した。
akita_kumadas_19797,2022-05-23 06:40:00,40.28030653,140.2607712,目撃,akita_kumadas,秋田,藤里町,民家敷地内
akita_kumadas_19796,2022-05-23 08:20:00,40.21632282,140.7756637,目撃,akita_kumadas,秋田,鹿角市,農道上
akita_kumadas_19795,2022-05-23 08:40:00,39.19938,140.18846,目撃,akita_kumadas,秋田,由利本荘市,国道108号線から市道鎧ケ平線に入り、自宅へ向かう途中、体長150cmほどの熊が、南から北へ横切っていくのを目撃。
akita_kumadas_19794,2022-05-23 09:00:00,39.68581941,140.1682053,目撃,akita_kumadas,秋田,秋田市,水田
akita_kumadas_19793,2022-05-23 10:00:00,39.6896872,140.1552308,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19792,2022-05-23 13:00:00,39.46962274,140.3853278,目撃,akita_kumadas,秋田,大仙市,水田
akita_kumadas_19791,2022-05-23 14:00:00,39.75635008,140.1543164,目撃,akita_kumadas,秋田,秋田市,nan
akita_kumadas_19790,2022-05-23 18:00:00,39.43608,140.0717,目撃,akita_kumadas,秋田,由利本荘市,仔熊と思われる。
akita_kumadas_19789,2022-05-24 07:30:00,39.69120654,140.1737724,目撃,akita_kumadas,秋田,秋田市,市道脇
akita_kumadas_19788,2022-05-24 11:00:00,39.78980038,140.0971315,目撃,akita_kumadas,秋田,秋田市,山林から市道上へ
akita_kumadas_19787,2022-05-24 12:50:00,39.3659,140.0162,目撃,akita_kumadas,秋田,由利本荘市,nan
akita_kumadas_19786,2022-05-24 14:50:00,39.61750951,140.3501768,目撃,akita_kumadas,秋田,大仙市,国道46号線上
akita_kumadas_19785,2022-05-24 18:15:00,40.21723329,140.369655,目撃,akita_kumadas,秋田,北秋田市,河川敷上。上流方向に立ち去った。
akita_kumadas_19784,2022-05-25 04:00:00,39.63902177,140.6258376,人身被害,akita_kumadas,秋田,仙北市,犬の散歩中
akita_kumadas_19783,2022-05-25 05:00:00,40.14894224,140.3423437,目撃,akita_kumadas,秋田,北秋田市,nan
akita_kumadas_19782,2022-05-25 06:00:00,40.18701415,140.7855985,目撃,akita_kumadas,秋田,鹿角市,公園内
akita_kumadas_19781,2022-05-25 06:00:00,39.39514944,140.0623912,目撃,akita_kumadas,秋田,由利本荘市,水田
akita_kumadas_19780,2022-05-25 07:00:00,39.6559012,140.205079,目撃,akita_kumadas,秋田,秋田市,国道13号線上
akita_kumadas_19779,2022-05-25 11:00:00,39.41393121,140.0300681,目撃,akita_kumadas,秋田,由利本荘市,雑木林
akita_kumadas_19778,2022-05-25 14:20:00,39.66535098,140.1746727,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19777,2022-05-25 15:10:00,40.21168344,140.330096,人身被害,akita_kumadas,秋田,北秋田市,農作業中
akita_kumadas_19776,2022-05-26 04:00:00,40.21384012,140.3389976,目撃,akita_kumadas,秋田,北秋田市,河川敷
akita_kumadas_19775,2022-05-26 06:00:00,39.36447445,140.07346,目撃,akita_kumadas,秋田,由利本荘市,nan
akita_kumadas_19774,2022-05-26 06:30:00,39.53611185,140.109795,目撃,akita_kumadas,秋田,由利本荘市,市道上
akita_kumadas_19773,2022-05-26 07:20:00,40.11308627,140.0837838,目撃,akita_kumadas,秋田,三種町,県道上を横断
akita_kumadas_19772,2022-05-26 07:45:00,39.74399186,140.1173697,目撃,akita_kumadas,秋田,秋田市,市道上。北側の山林内へ立ち去った。
akita_kumadas_19771,2022-05-26 10:30:00,40.24729515,140.769135,目撃,akita_kumadas,秋田,鹿角市,畑
akita_kumadas_19770,2022-05-26 13:40:00,39.78857156,140.1183077,目撃,akita_kumadas,秋田,秋田市,南方向へ立ち去った。
akita_kumadas_19769,2022-05-26 14:00:00,39.36935642,140.0906348,目撃,akita_kumadas,秋田,由利本荘市,小友川内
akita_kumadas_19768,2022-05-26 16:20:00,39.55076562,140.0681072,目撃,akita_kumadas,秋田,由利本荘市,県道上
akita_kumadas_19767,2022-05-26 17:50:00,39.36214602,140.0776973,目撃,akita_kumadas,秋田,由利本荘市,水田
akita_kumadas_19766,2022-05-26 18:20:00,40.18382373,140.4069027,目撃,akita_kumadas,秋田,北秋田市,林内。南方向へ移動。
akita_kumadas_19765,2022-05-26 18:20:00,40.35065366,140.5525643,目撃,akita_kumadas,秋田,大館市,山林にいる熊をフェンス越しに目撃
akita_kumadas_19764,2022-05-27 18:00:00,40.25153496,140.7780769,目撃,akita_kumadas,秋田,鹿角市,雑木林
akita_kumadas_19763,2022-05-28 04:05:00,39.56270412,140.0655246,目撃,akita_kumadas,秋田,由利本荘市,雑木林。山方向へ立ち去った。
akita_kumadas_19762,2022-05-28 14:00:00,39.6095,140.23613,目撃,akita_kumadas,秋田,秋田市,車で、中央公園から協和I C方面へ秋田空港をすぎてすぐ、体長1m程のたぶん、若い熊が、道路を横切る
akita_kumadas_19761,2022-05-28 17:00:00,39.59989642,140.5743994,目撃,akita_kumadas,秋田,仙北市,国道105号線上を渡って東の山林へ。
akita_kumadas_19758,2022-05-28 18:00:00,40.29772145,140.8343995,目撃,akita_kumadas,秋田,鹿角市,民家敷地内を通って大湯川方向へ。
akita_kumadas_19760,2022-05-28 18:00:00,39.56245,140.0649,目撃,akita_kumadas,秋田,由利本荘市,散歩中、個人が設置しているミツバチの巣箱をあさる熊を目撃。
akita_kumadas_19759,2022-05-28 18:00:00,39.17919,139.91557,目撃,akita_kumadas,秋田,にかほ市,車で道路を走行中、走るクマを目撃。なお、通った際に近くの草むらへ逃げ込む。
akita_kumadas_19757,2022-05-28 18:50:00,39.73385643,140.1372044,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19756,2022-05-29 10:00:00,39.73174473,140.1368711,目撃,akita_kumadas,秋田,秋田市,民家敷地内
akita_kumadas_19755,2022-05-29 10:30:00,39.73372855,140.1375799,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19754,2022-05-29 12:20:00,40.27548632,140.5984004,目撃,akita_kumadas,秋田,大館市,遊歩道。山林方向へ立ち去った。
akita_kumadas_19753,2022-05-29 12:45:00,39.88585768,140.0873375,目撃,akita_kumadas,秋田,潟上市,国道7号線上
akita_kumadas_19752,2022-05-29 18:00:00,40.278,140.76111,目撃,akita_kumadas,秋田,鹿角市,釣りをしてたら熊を目撃。その場を離れ、車で帰宅中に熊がいた対岸側を車で走行中に発見。対向車のクラクションに驚いて逃げて行った。
akita_kumadas_19751,2022-05-29 18:00:00,39.51287,140.04918,目撃,akita_kumadas,秋田,由利本荘市,道路の真ん中から、海側の草むらに入って行きました。
akita_kumadas_19750,2022-05-29 21:20:00,39.5582695,140.2497909,目撃,akita_kumadas,秋田,大仙市,農道上。南西方向の山林へ立ち去った。
akita_kumadas_19749,2022-05-30 06:00:00,39.41774,140.26752,目撃,akita_kumadas,秋田,由利本荘市,nan
akita_kumadas_19748,2022-05-30 12:50:00,39.74229863,140.1375804,目撃,akita_kumadas,秋田,秋田市,山林
akita_kumadas_19747,2022-05-30 14:00:00,39.74991054,140.1474452,目撃,akita_kumadas,秋田,秋田市,nan
akita_kumadas_19746,2022-05-30 14:00:00,39.51406787,140.4416576,目撃,akita_kumadas,秋田,大仙市,市道上。
akita_kumadas_19745,2022-05-30 18:00:00,39.6336696,140.6316136,目撃,akita_kumadas,秋田,仙北市,市道上
akita_kumadas_19744,2022-05-30 18:05:00,39.59520563,140.5836578,目撃,akita_kumadas,秋田,仙北市,県道上
akita_kumadas_19743,2022-05-30 19:40:00,40.1370917,140.3745348,目撃,akita_kumadas,秋田,北秋田市,市道上
akita_kumadas_19742,2022-05-30 20:55:00,39.87413666,140.0822096,目撃,akita_kumadas,秋田,潟上市,市道上
akita_kumadas_19741,2022-05-30 22:00:00,39.56902228,140.3837096,目撃,akita_kumadas,秋田,大仙市,市道上
akita_kumadas_19740,2022-05-31 07:45:00,39.28519395,140.3138833,目撃,akita_kumadas,秋田,由利本荘市,国道107号線上。南西の草原、山林方向に立ち去った。
akita_kumadas_19739,2022-05-31 08:40:00,39.73841354,140.1368635,目撃,akita_kumadas,秋田,秋田市,山林
akita_kumadas_19738,2022-05-31 09:00:00,39.91811572,140.1065314,目撃,akita_kumadas,秋田,井川町,黒坪字越雄地内の高速道路上を西から東へ向かって行った。
akita_kumadas_19737,2022-05-31 16:30:00,40.31756677,140.7364514,目撃,akita_kumadas,秋田,小坂町,nan
akita_kumadas_19736,2022-05-31 17:00:00,39.71129083,140.6151497,目撃,akita_kumadas,秋田,仙北市,県道上
akita_kumadas_19735,2022-05-31 18:30:00,39.5729084,140.5222509,目撃,akita_kumadas,秋田,仙北市,県道上
akita_kumadas_19734,2022-06-01 07:20:00,40.18564456,140.6104908,目撃,akita_kumadas,秋田,大館市,県道上
akita_kumadas_19733,2022-06-01 10:00:00,39.73368,140.13803,目撃,akita_kumadas,秋田,秋田市,8時半頃、車の通りが途切れた瞬間に林の方へ横切っていった。
akita_kumadas_19732,2022-06-01 15:30:00,39.27437357,140.1129409,目撃,akita_kumadas,秋田,由利本荘市,水田
akita_kumadas_19731,2022-06-01 16:00:00,40.11463883,140.0791177,目撃,akita_kumadas,秋田,三種町,竹林。北西方向の林へ立ち去った。
akita_kumadas_19730,2022-06-01 18:00:00,40.11714,140.08034,目撃,akita_kumadas,秋田,三種町,nan
akita_kumadas_19729,2022-06-01 19:50:00,40.28376582,140.4287805,目撃,akita_kumadas,秋田,大館市,田んぼから道路を渡って河川方向へ。
akita_kumadas_19728,2022-06-01 20:30:00,39.70546977,140.1538275,目撃,akita_kumadas,秋田,秋田市,山林
akita_kumadas_19727,2022-06-02 09:45:00,39.57873815,140.1569954,目撃,akita_kumadas,秋田,秋田市,山林内
akita_kumadas_19726,2022-06-02 10:10:00,39.52587,140.06067,目撃,akita_kumadas,秋田,由利本荘市,市道を横断する熊を目撃。北側山林に移動。
akita_kumadas_19725,2022-06-02 13:40:00,39.59769236,140.2913633,目撃,akita_kumadas,秋田,大仙市,南から北に国道341号線上を横断し、山林へ立ち去った。
akita_kumadas_19724,2022-06-02 15:15:00,40.28528657,140.7641196,目撃,akita_kumadas,秋田,小坂町,国道282号線上から目撃。
akita_kumadas_19723,2022-06-02 15:45:00,40.21692896,140.627513,目撃,akita_kumadas,秋田,大館市,農道上
akita_kumadas_19722,2022-06-03 08:00:00,40.31491339,140.5497622,目撃,akita_kumadas,秋田,大館市,民家敷地内。河川がある西側の林へ立ち去った。
akita_kumadas_19721,2022-06-03 11:30:00,39.75033122,140.1496768,目撃,akita_kumadas,秋田,秋田市,nan
akita_kumadas_19720,2022-06-03 12:00:00,40.28678134,140.0386282,目撃,akita_kumadas,秋田,八峰町,林内。河川沿いに西側方向へ立ち去った。
akita_kumadas_19719,2022-06-03 14:00:00,39.55640639,140.4565222,目撃,akita_kumadas,秋田,大仙市,水田
akita_kumadas_19718,2022-06-03 15:30:00,40.27743835,140.5841679,目撃,akita_kumadas,秋田,大館市,nan
akita_kumadas_19717,2022-06-03 17:00:00,39.71244136,140.3785699,目撃,akita_kumadas,秋田,秋田市,市道上
akita_kumadas_19716,2022-06-03 18:00:00,39.67195434,140.1601496,目撃,akita_kumadas,秋田,秋田市,山林
akita_kumadas_19715,2022-06-03 19:00:00,39.73685012,140.136209,目撃,akita_kumadas,秋田,秋田市,西から東方向へ県道を横断した。
akita_kumadas_19714,2022-06-03 22:00:00,39.67806567,140.7202329,目撃,akita_kumadas,秋田,仙北市,nan
akita_kumadas_19713,2022-06-04 09:00:00,39.33580459,140.148388,目撃,akita_kumadas,秋田,由利本荘市,畑。北方向へ立ち去った。
akita_kumadas_19712,2022-06-04 10:30:00,39.21695,139.9652,目撃,akita_kumadas,秋田,にかほ市,重機運転作業中に白雪川沿いの藪から出てきた熊を目撃。熊は藪（西方向）に引き返した。
akita_kumadas_19711,2022-06-04 12:00:00,39.32286,139.99065,目撃,akita_kumadas,秋田,由利本荘市,西目地区浜館公園入り口にある看板付近で熊を目撃。発見場所を山側から海側に移動していった。
akita_kumadas_19710,2022-06-04 15:00:00,40.43160796,140.8503228,目撃,akita_kumadas,秋田,小坂町,道路を横断し、猿鼻岬方向へ。
akita_kumadas_19709,2022-06-04 16:40:00,39.51504,140.07151,目撃,akita_kumadas,秋田,由利本荘市,市道を二古方面から亀田方面に走行中、市道を横断する熊を目撃。東側森林へ移動していった。
akita_kumadas_19708,2022-06-04 17:40:00,39.65636794,140.2040047,目撃,akita_kumadas,秋田,秋田市,山の斜面を駆け上がっていった。
akita_kumadas_19707,2022-06-04 18:00:00,39.1861514,140.3171095,目撃,akita_kumadas,秋田,羽後町,北東へ向かって道路を横断し、山林へ立ち去った。
akita_kumadas_19706,2022-06-04 18:00:00,39.57867,140.26183,目撃,akita_kumadas,秋田,大仙市,運転中、前を走行中の車の前を横断し、茂みに入って行った。
akita_kumadas_19705,2022-06-04 18:40:00,39.73487859,140.3131589,目撃,akita_kumadas,秋田,秋田市,市道上。南方向の山林へ立ち去った。
akita_kumadas_19704,2022-06-04 19:15:00,40.19816124,140.3699275,目撃,akita_kumadas,秋田,北秋田市,県道上。南方向の森林に立ち去った。
akita_kumadas_19703,2022-06-05 02:55:00,39.65614905,140.2039511,目撃,akita_kumadas,秋田,秋田市,道路上から北側の山林へ立ち去った。
akita_kumadas_19702,2022-06-05 04:30:00,40.32203349,140.5496219,目撃,akita_kumadas,秋田,大館市,県道上。南東方向の森林へ立ち去った。
akita_kumadas_19701,2022-06-05 10:00:00,39.75024,140.1239,目撃,akita_kumadas,秋田,秋田市,8時ころ、濁川から外旭川に向かうために運転していたら車道に飛び出してきました。（右から）そのまま歩道に入っていき、山に続く草むらに入っていきました。大きさはぱっと見大型犬くらいでした。
akita_kumadas_19700,2022-06-05 11:15:00,39.74577135,140.1602573,目撃,akita_kumadas,秋田,秋田市,農道上。西側の山林へ立ち去った。
akita_kumadas_19699,2022-06-05 18:00:00,39.25125,140.56271,目撃,akita_kumadas,秋田,横手市,山側から人里側へ移動
akita_kumadas_19698,2022-06-05 18:28:00,39.35116888,140.4077633,目撃,akita_kumadas,秋田,横手市,広域農道上
akita_kumadas_19697,2022-06-05 18:42:00,39.66252629,140.6799111,目撃,akita_kumadas,秋田,仙北市,国道46号線上。南側の山林へ立ち去った。
akita_kumadas_19696,2022-06-05 19:42:00,39.71368173,140.7251309,目撃,akita_kumadas,秋田,仙北市,市道上。東方向へ立ち去った。
akita_kumadas_19695,2022-06-05 22:00:00,39.63145279,140.5531024,目撃,akita_kumadas,秋田,仙北市,北東方向の山林に立ち去った。
akita_kumadas_19694,2022-06-06 05:00:00,40.22791327,140.5982257,目撃,akita_kumadas,秋田,大館市,国道103号線上
akita_kumadas_19693,2022-06-06 05:05:00,40.29063489,140.8225352,目撃,akita_kumadas,秋田,鹿角市,市道上
akita_kumadas_19692,2022-06-06 07:20:00,40.32481539,140.5820648,目撃,akita_kumadas,秋田,大館市,国道7号線上
